,freq,hydro,amp
1,0,1,"30,224691839942"
2,"0,021533203125",1,"75,9201905395901"
3,"0,04306640625",1,"103,993113012757"
4,"0,064599609375",1,"176,602885711813"
5,"0,0861328125",1,"306,077534340557"
6,"0,107666015625",1,"499,613483643076"
7,"0,12919921875",1,"645,824593517077"
8,"0,150732421875",1,"777,621410045531"
9,"0,172265625",1,"985,58481483791"
10,"0,193798828125",1,"1138,31507755278"
11,"0,21533203125",1,"1118,36221771491"
12,"0,236865234375",1,"985,083133991523"
13,"0,2583984375",1,"1031,37255271939"
14,"0,279931640625",1,"998,211741917407"
15,"0,30146484375",1,"845,617282368192"
16,"0,322998046875",1,"848,95213243593"
17,"0,34453125",1,"1039,32794350587"
18,"0,366064453125",1,"1352,3813213083"
19,"0,38759765625",1,"1753,63195169098"
20,"0,409130859375",1,"1696,3371154267"
21,"0,4306640625",1,"1220,84332487413"
22,"0,452197265625",1,"970,654035577417"
23,"0,47373046875",1,"869,380855732865"
24,"0,495263671875",1,"811,40491506209"
25,"0,516796875",1,"696,407458909242"
26,"0,538330078125",1,"591,337291653226"
27,"0,55986328125",1,"543,03139018325"
28,"0,581396484375",1,"531,532388458593"
29,"0,6029296875",1,"520,435492114584"
30,"0,624462890625",1,"502,743605927321"
31,"0,64599609375",1,"488,991670100737"
32,"0,667529296875",1,"474,151352358548"
33,"0,6890625",1,"457,181126335229"
34,"0,710595703125",1,"447,402047856879"
35,"0,73212890625",1,"453,873598616666"
36,"0,753662109375",1,"463,316782113204"
37,"0,7751953125",1,"475,553070927703"
38,"0,796728515625",1,"482,114891674881"
39,"0,81826171875",1,"483,804145099326"
40,"0,839794921875",1,"491,444637596203"
41,"0,861328125",1,"498,657279729131"
42,"0,882861328125",1,"502,305841827421"
43,"0,90439453125",1,"497,000076090932"
44,"0,925927734375",1,"484,81301392218"
45,"0,9474609375",1,"482,912178065298"
46,"0,968994140625",1,"485,044923857246"
47,"0,99052734375",1,"483,474887131184"
48,"1,012060546875",1,"481,631178604522"
49,"1,03359375",1,"481,907923094054"
50,"1,055126953125",1,"478,435016804976"
51,"1,07666015625",1,"478,550623125259"
52,"1,098193359375",1,"485,122292374347"
53,"1,1197265625",1,"492,780328328478"
54,"1,141259765625",1,"494,857735207309"
55,"1,16279296875",1,"496,844966448699"
56,"1,184326171875",1,"498,29271743558"
57,"1,205859375",1,"496,891691769913"
58,"1,227392578125",1,"503,061690457718"
59,"1,24892578125",1,"506,098533151424"
60,"1,270458984375",1,"507,29162547768"
61,"1,2919921875",1,"510,763469905321"
62,"1,313525390625",1,"510,886656974236"
63,"1,33505859375",1,"506,72863123192"
64,"1,356591796875",1,"497,4657154056"
65,"1,378125",1,"484,912425337834"
66,"1,399658203125",1,"473,519627027345"
67,"1,42119140625",1,"469,203661830261"
68,"1,442724609375",1,"468,68006941806"
69,"1,4642578125",1,"472,973104486198"
70,"1,485791015625",1,"478,749650576072"
71,"1,50732421875",1,"484,789842962177"
72,"1,528857421875",1,"488,469119093018"
73,"1,550390625",1,"495,841207756274"
74,"1,571923828125",1,"507,950523916628"
75,"1,59345703125",1,"524,357274216879"
76,"1,614990234375",1,"543,013217137406"
77,"1,6365234375",1,"557,809071416495"
78,"1,658056640625",1,"567,541593253255"
79,"1,67958984375",1,"578,554635506584"
80,"1,701123046875",1,"593,480586859124"
81,"1,72265625",1,"610,705679823089"
82,"1,744189453125",1,"624,771087493519"
83,"1,76572265625",1,"635,476160571545"
84,"1,787255859375",1,"647,805686571712"
85,"1,8087890625",1,"658,416913832135"
86,"1,830322265625",1,"661,464589876157"
87,"1,85185546875",1,"654,576478519328"
88,"1,873388671875",1,"641,721568606591"
89,"1,894921875",1,"618,60220576998"
90,"1,916455078125",1,"581,388584788686"
91,"1,93798828125",1,"537,709459812937"
92,"1,959521484375",1,"499,351123212096"
93,"1,9810546875",1,"467,144234226412"
94,"2,002587890625",1,"437,023528274359"
95,"2,02412109375",1,"400,583426899658"
96,"2,045654296875",1,"372,753494846609"
97,"2,0671875",1,"351,437176729794"
98,"2,088720703125",1,"334,300679949133"
99,"2,11025390625",1,"316,306308764466"
100,"2,131787109375",1,"300,3556505657"
101,"2,1533203125",1,"286,797899337766"
102,"2,174853515625",1,"277,818877077422"
103,"2,19638671875",1,"272,652693858342"
104,"2,217919921875",1,"271,829375718048"
105,"2,239453125",1,"271,014943243091"
106,"2,260986328125",1,"270,162852067687"
107,"2,28251953125",1,"271,78107542136"
108,"2,304052734375",1,"275,513248485056"
109,"2,3255859375",1,"280,369467983224"
110,"2,347119140625",1,"282,979646803629"
111,"2,36865234375",1,"285,559608139848"
112,"2,390185546875",1,"290,860089750977"
113,"2,41171875",1,"294,725718897114"
114,"2,433251953125",1,"298,518805577355"
115,"2,45478515625",1,"303,366642495693"
116,"2,476318359375",1,"309,829739197749"
117,"2,4978515625",1,"315,376515927683"
118,"2,519384765625",1,"318,719609752907"
119,"2,54091796875",1,"318,297060568415"
120,"2,562451171875",1,"317,451713897494"
121,"2,583984375",1,"319,429281892461"
122,"2,605517578125",1,"322,255969349021"
123,"2,62705078125",1,"326,862623348649"
124,"2,648583984375",1,"331,275936653046"
125,"2,6701171875",1,"335,715435955987"
126,"2,691650390625",1,"339,21989233242"
127,"2,71318359375",1,"339,021118779504"
128,"2,734716796875",1,"338,298236279627"
129,"2,75625",1,"339,500536069608"
130,"2,777783203125",1,"341,451011286632"
131,"2,79931640625",1,"346,894608173709"
132,"2,820849609375",1,"356,27161552759"
133,"2,8423828125",1,"364,500610962584"
134,"2,863916015625",1,"366,170181784139"
135,"2,88544921875",1,"357,998263358389"
136,"2,906982421875",1,"339,372170418157"
137,"2,928515625",1,"323,019829876154"
138,"2,950048828125",1,"308,800493625841"
139,"2,97158203125",1,"294,342405671589"
140,"2,993115234375",1,"282,986409066665"
141,"3,0146484375",1,"279,890693506449"
142,"3,036181640625",1,"283,522529300628"
143,"3,05771484375",1,"287,109600509906"
144,"3,079248046875",1,"282,25934964364"
145,"3,10078125",1,"269,485141919134"
146,"3,122314453125",1,"255,310542805159"
147,"3,14384765625",1,"241,552099049767"
148,"3,165380859375",1,"226,025841562726"
149,"3,1869140625",1,"214,906239877919"
150,"3,208447265625",1,"213,851403063632"
151,"3,22998046875",1,"218,076763616897"
152,"3,251513671875",1,"218,965301476702"
153,"3,273046875",1,"214,856728615235"
154,"3,294580078125",1,"210,919481174253"
155,"3,31611328125",1,"208,62668905468"
156,"3,337646484375",1,"200,090175544838"
157,"3,3591796875",1,"187,464957182289"
158,"3,380712890625",1,"177,430341705966"
159,"3,40224609375",1,"172,465589707291"
160,"3,423779296875",1,"173,733911902899"
161,"3,4453125",1,"178,701246065738"
162,"3,466845703125",1,"182,943299080035"
163,"3,48837890625",1,"186,437663573153"
164,"3,509912109375",1,"190,02238843978"
165,"3,5314453125",1,"191,377313164486"
166,"3,552978515625",1,"187,699673682236"
167,"3,57451171875",1,"182,970054225582"
168,"3,596044921875",1,"176,025395076306"
